nose-x,nose-y,nose-conf,left-eye-x,left-eye-y,left-eye-conf,right-eye-x,right-eye-y,right-eye-conf,left-ear-x,left-ear-y,left-ear-conf,right-ear-x,right-ear-y,right-ear-conf,left-shoulder-x,left-shoulder-y,left-shoulder-conf,right-shoulder-x,right-shoulder-y,right-shoulder-conf,left-elbow-x,left-elbow-y,left-elbow-conf,right-elbow-x,right-elbow-y,right-elbow-conf,left-hand-x,left-hand-y,left-hand-conf,right-hand-x,right-hand-y,right-hand-conf,left-hip-x,left-hip-y,left-hip-conf,right-hip-x,right-hip-y,right-hip-conf,left-knee-x,left-knee-y,left-knee-conf,right-knee-x,right-knee-y,right-knee-conf,left-foot-x,left-foot-y,left-foot-conf,right-foot-x,right-foot-y,right-foot-conf
1809.3064880371094,891.6103210449219,0.9371297359466553,1823.6105346679688,876.7008361816406,0.9571519494056702,1816.4037475585938,871.9540176391602,0.046584490686655045,1874.6086120605469,889.7229766845703,0.960667610168457,1871.0295715332031,873.4264526367188,0.11173886060714722,1851.7857666015625,1030.0863952636719,0.9164711236953735,1899.3214111328125,973.5085144042969,0.7838744521141052,1674.4800720214844,1138.1516418457031,0.8695867657661438,1801.1912841796875,1084.6412658691406,0.36151957511901855,1516.8947448730469,1152.6153564453125,0.8595380187034607,1731.6122131347656,1096.5828247070312,0.4126879870891571,1852.0098571777344,1270.951171875,0.7262038588523865,1875.0381469726562,1236.0486145019531,0.6058138608932495,1738.1091003417969,1153.4725341796875,0.7896243929862976,1736.4544372558594,1132.8282470703125,0.6470061540603638,1701.3260192871094,1387.82275390625,0.6516769528388977,1704.827392578125,1370.7108154296875,0.5518800616264343
1800.5691223144531,893.7087249755859,0.9405326843261719,1815.5738525390625,879.2851867675781,0.9303165674209595,1806.9650268554688,872.2895660400391,0.16071927547454834,1867.4566650390625,896.2611541748047,0.9370404481887817,1877.9114990234375,880.2311019897461,0.03497333824634552,1892.5379028320312,1045.5321044921875,0.764133632183075,1892.4364318847656,978.0627746582031,0.83968585729599,1839.5262756347656,1179.5345458984375,0.6920768618583679,1783.3020935058594,1089.1068725585938,0.6501801013946533,1757.2343444824219,1196.9160461425781,0.8371840119361877,1555.5788116455078,1136.1150512695312,0.7531198859214783,1860.3550720214844,1267.6475524902344,0.6921276450157166,1853.1031494140625,1227.3446655273438,0.7440745830535889,1728.6347045898438,1195.0054016113281,0.9041033387184143,1726.4275207519531,1158.4696960449219,0.8947287201881409,1678.2523498535156,1434.5171508789062,0.8182818293571472,1685.7411499023438,1410.2351684570312,0.8184528350830078
1796.77978515625,900.2691040039062,0.9416536688804626,1811.7245483398438,883.9121398925781,0.9642979502677917,1805.088134765625,880.3262939453125,0.08662963658571243,1869.8341369628906,904.0100555419922,0.9535460472106934,1865.2494506835938,884.3949890136719,0.15839487314224243,1857.4475708007812,1043.6776733398438,0.8682647347450256,1898.9796142578125,988.8470001220703,0.9082561135292053,1746.6829528808594,1186.6568298339844,0.6980897784233093,1719.2720642089844,1114.6088256835938,0.6524780988693237,1520.928451538086,1167.9577331542969,0.7176548838615417,1513.1894760131836,1149.4755249023438,0.6524948477745056,1858.5220947265625,1282.7431640625,0.7119230031967163,1882.357421875,1249.5696716308594,0.7509555816650391,1720.0625,1210.007080078125,0.781234860420227,1723.4159851074219,1178.3790588378906,0.7660473585128784,1646.6675262451172,1459.8262329101562,0.6066982746124268,1650.9223175048828,1443.9096069335938,0.6016755104064941
1788.8668823242188,903.7319641113281,0.9263542890548706,1804.9297790527344,887.1619110107422,0.9535507559776306,1797.0467224121094,884.479377746582,0.08336099982261658,1862.4212036132812,908.5319519042969,0.9511239528656006,1861.8572387695312,888.0087661743164,0.1530306041240692,1845.4793090820312,1033.7621765136719,0.8553333878517151,1898.4414367675781,992.8829193115234,0.8975880146026611,1674.6201477050781,1142.56689453125,0.7150863409042358,1694.1851196289062,1117.7556457519531,0.6525046229362488,1500.698844909668,1145.6722106933594,0.7282280921936035,1507.5606384277344,1149.5246276855469,0.6533600091934204,1865.3455810546875,1283.6725463867188,0.732280433177948,1892.0929565429688,1258.3311157226562,0.7658835649490356,1713.1417236328125,1239.8416442871094,0.7715178728103638,1719.6586608886719,1218.3304443359375,0.7500249743461609,1639.9244995117188,1495.8078002929688,0.5598176717758179,1642.0481414794922,1489.2922973632812,0.5472627282142639
1779.4029541015625,905.0101776123047,0.9655691385269165,1796.916015625,885.2617034912109,0.9791648387908936,1787.4705505371094,883.3080215454102,0.13861331343650818,1857.7830505371094,907.9895324707031,0.9717444181442261,1838.8777160644531,892.8605499267578,0.24138028919696808,1857.3868408203125,1032.8182373046875,0.7843171954154968,1866.9335021972656,1003.2934875488281,0.9495012164115906,1780.4154968261719,1183.32373046875,0.4576030373573303,1670.7478942871094,1122.4284362792969,0.8491930365562439,1606.0645904541016,1198.2778015136719,0.5118345618247986,1496.6109237670898,1147.7886962890625,0.8224701285362244,1862.8584594726562,1276.4294128417969,0.7115814685821533,1862.4608154296875,1253.6204833984375,0.8454675078392029,1708.7992248535156,1265.8704833984375,0.7494770884513855,1709.72119140625,1238.131103515625,0.8283334374427795,1632.32373046875,1524.7136840820312,0.5326805710792542,1629.7241821289062,1521.3009033203125,0.6104571223258972
1769.3711547851562,915.4398345947266,0.9474558234214783,1786.7300720214844,898.9269790649414,0.9639875292778015,1775.5326843261719,895.0447082519531,0.21061000227928162,1843.9898681640625,912.1220703125,0.9635607004165649,1824.9051818847656,898.1486663818359,0.19732530415058136,1846.8682556152344,1034.7536315917969,0.7791879177093506,1859.8614807128906,1000.6388854980469,0.9129036664962769,1724.4874267578125,1163.3681640625,0.5040910840034485,1674.6069030761719,1126.0035400390625,0.7207217812538147,1505.0329284667969,1153.8537902832031,0.5326298475265503,1495.6518249511719,1151.0460815429688,0.6942157745361328,1873.9506530761719,1272.0694274902344,0.6728694438934326,1876.2008972167969,1249.1051635742188,0.7779655456542969,1710.0938415527344,1289.8465576171875,0.7269258499145508,1713.5744018554688,1260.8499450683594,0.7687679529190063,1622.5809020996094,1552.3955078125,0.49300846457481384,1622.4542999267578,1545.704345703125,0.5332553386688232
1752.888671875,919.6552124023438,0.9424340128898621,1767.5753173828125,899.4786224365234,0.9706684350967407,1758.7467651367188,898.5670623779297,0.07544973492622375,1830.1918334960938,914.2702789306641,0.9764135479927063,1804.0984497070312,906.0166778564453,0.2528134882450104,1890.931884765625,1025.0630798339844,0.6304382681846619,1810.6104736328125,1018.8658447265625,0.9470841884613037,1859.8855590820312,1173.08642578125,0.24214614927768707,1648.3930053710938,1131.379638671875,0.8787410855293274,1762.6907653808594,1239.6106262207031,0.2992865741252899,1485.5285720825195,1153.404052734375,0.8400704860687256,1889.0462036132812,1266.4263916015625,0.6656662821769714,1840.8333129882812,1250.7629089355469,0.8630346655845642,1710.6359252929688,1314.3917846679688,0.6940780878067017,1705.3816528320312,1302.3712768554688,0.8397948741912842,1626.889404296875,1582.403076171875,0.4582146406173706,1625.4810028076172,1585.6133422851562,0.5903866291046143
1744.6729125976562,925.1482238769531,0.9392197132110596,1761.8188781738281,905.9203720092773,0.9199353456497192,1744.5328674316406,904.696418762207,0.22744333744049072,1819.1665344238281,911.1775131225586,0.9252237677574158,1796.3380126953125,910.8388748168945,0.08182686567306519,1894.5031433105469,1017.4243774414062,0.42501282691955566,1791.2317504882812,1015.5668792724609,0.9587276577949524,1910.186767578125,1140.1599426269531,0.08978345990180969,1640.0989685058594,1133.0951232910156,0.9185798168182373,1874.6632690429688,1198.78173828125,0.2027801126241684,1481.52783203125,1153.1499328613281,0.8882743716239929,1892.168701171875,1284.3048095703125,0.36115941405296326,1822.0654602050781,1268.7521667480469,0.7883169054985046,1735.3943176269531,1366.0984497070312,0.42433053255081177,1703.7141723632812,1326.6905517578125,0.7884710431098938,1660.3385009765625,1608.5448608398438,0.22423730790615082,1639.8526458740234,1591.8617553710938,0.5088388919830322
1729.3126525878906,933.6470947265625,0.8789653778076172,1743.7892150878906,914.5243911743164,0.8605753779411316,1729.498779296875,913.4096450805664,0.12512104213237762,1797.2568969726562,916.2889709472656,0.9135430455207825,1790.28271484375,916.954833984375,0.06985020637512207,1879.0831298828125,1021.2589416503906,0.51137375831604,1788.16064453125,1014.4598693847656,0.9526510834693909,1870.4557189941406,1150.0846252441406,0.15052294731140137,1646.1360168457031,1134.3472595214844,0.8979285955429077,1784.599609375,1141.3747863769531,0.28818246722221375,1482.7954483032227,1155.941650390625,0.8722661733627319,1884.8715209960938,1279.6928100585938,0.4137660264968872,1826.935302734375,1266.2630310058594,0.7838265299797058,1708.586181640625,1343.596435546875,0.5219886898994446,1701.4493713378906,1340.606201171875,0.8037252426147461,1661.3247985839844,1616.764892578125,0.31339654326438904,1653.4630737304688,1610.2890625,0.5545368790626526
1721.5286254882812,944.1139221191406,0.7827662229537964,1729.8800964355469,924.1316375732422,0.7662626504898071,1722.9576110839844,924.4110717773438,0.05073582008481026,1784.6361999511719,920.7005920410156,0.914444088935852,1796.0346984863281,918.6170043945312,0.05364241078495979,1850.6448364257812,1020.2950592041016,0.7654396295547485,1814.7568054199219,1007.8100128173828,0.9386260509490967,1673.7557067871094,1151.5959167480469,0.4851909577846527,1676.4273681640625,1142.5202941894531,0.8190897107124329,1485.584098815918,1157.1252746582031,0.5527554154396057,1595.11962890625,1139.1751098632812,0.8164200782775879,1884.1748657226562,1277.2932434082031,0.6459946036338806,1848.9070739746094,1261.7414245605469,0.813275933265686,1715.9862060546875,1354.2509155273438,0.791719913482666,1710.2547302246094,1344.4537963867188,0.8682767748832703,1693.9456787109375,1640.8577270507812,0.6027085781097412,1673.8369750976562,1627.2066040039062,0.70810467004776
